,LinUCB,,,,"LinUCB+stdev,cluster","LinUCB+stdev,cluster+CBF"
1.11915,1.1676,0.0502,,,1.2047,1.21726
1.11918,1.16761,0.05021,,,1.20515,1.21758
1.11921,1.16756,0.05021,,,1.20517,1.21785
1.11924,1.16768,0.05022,,,1.20514,1.21842
1.11927,1.16778,0.05022,,,1.205,1.2181
1.11931,1.16775,0.05022,,,1.20511,1.21822
1.11934,1.16765,0.05021,,,1.20494,1.21848
1.11937,1.16766,0.05021,,,1.20497,1.21825
1.1194,1.16772,0.05021,,,1.20521,1.21827
1.11943,1.16777,0.05021,,,1.20504,1.21808
1.11946,1.16774,0.05021,,,1.20507,1.21825
1.11949,1.16762,0.0502,,,1.20525,1.21857
1.11952,1.16765,0.05021,,,1.20552,1.21859
1.11955,1.16779,0.05021,,,1.20561,1.21852
1.11958,1.16775,0.0502,,,1.20552,1.21867
1.11962,1.16775,0.05019,,,1.2053,1.21867
1.11965,1.16781,0.05021,,,1.20487,1.21874
1.11968,1.16812,0.05021,,,1.20514,1.21868
1.11971,1.16838,0.05023,,,1.2052,1.21884
1.11974,1.16879,0.05024,,,1.20485,1.21878
1.11977,1.16876,0.05024,,,1.20477,1.21898
1.1198,1.16863,0.05024,,,1.20468,1.21899
1.11983,1.16859,0.05023,,,1.20477,1.21895
1.11986,1.16855,0.05024,,,1.20515,1.21917
1.1199,1.16852,0.05023,,,1.20528,1.21942
1.11993,1.16852,0.05025,,,1.20552,1.21971
1.11996,1.16893,0.05026,,,1.20529,1.21943
1.11999,1.16899,0.05026,,,1.20568,1.21938
1.12002,1.16935,0.05029,,,1.20569,1.2198
1.12005,1.1695,0.05028,,,1.20546,1.21989
1.12008,1.16958,0.05029,,,1.20534,1.21971
1.12011,1.16972,0.0503,,,1.20524,1.21949
1.12015,1.16995,0.0503,,,1.20508,1.21953
1.12018,1.1701,0.05031,,,1.20525,1.21996
1.12021,1.17017,0.05032,,,1.20528,1.22001
1.12024,1.17021,0.05031,,,1.2053,1.22001
1.12027,1.17059,0.05034,,,1.20529,1.22022
1.1203,1.17067,0.05034,,,1.20502,1.22015
1.12034,1.17093,0.05033,,,1.20517,1.22042
1.12037,1.17076,0.05033,,,1.20548,1.22016
1.1204,1.17077,0.05033,,,1.20549,1.22068
1.12043,1.17143,0.05035,,,1.2056,1.22134
1.12046,1.17152,0.05034,,,1.20585,1.22143
1.12049,1.17116,0.05034,,,1.20617,1.22172
1.12053,1.17136,0.05034,,,1.20632,1.22139
1.12056,1.17145,0.05034,,,1.20609,1.22115
1.12059,1.17164,0.05035,,,1.20582,1.22085
1.12062,1.17172,0.05035,,,1.20592,1.22126
1.12065,1.1715,0.05034,,,1.20602,1.22133
1.12069,1.17154,0.05035,,,1.20602,1.22169
1.12072,1.1716,0.05036,,,1.20585,1.22176
1.12075,1.17189,0.05035,,,1.20571,1.22163
1.12078,1.17164,0.05034,,,1.20548,1.22186
1.12081,1.17154,0.05036,,,1.20535,1.22191
1.12085,1.17166,0.05037,,,1.20505,1.22204
1.12088,1.17165,0.05036,,,1.20477,1.22196
1.12091,1.17169,0.05036,,,1.2048,1.22191
1.12094,1.17159,0.05036,,,1.2049,1.22166
1.12097,1.17148,0.05034,,,1.20472,1.22177
1.121,1.1716,0.05036,,,1.20483,1.22173
1.12103,1.17185,0.05036,,,1.20521,1.22161
1.12107,1.17184,0.05035,,,1.2053,1.22214
1.1211,1.17149,0.05035,,,1.20516,1.22229
1.12113,1.17154,0.05034,,,1.20562,1.2225
1.12116,1.1713,0.05035,,,1.2055,1.22242
1.12119,1.17142,0.05034,,,1.20564,1.22291
1.12122,1.17128,0.05033,,,1.20536,1.22284
1.12125,1.17151,0.05035,,,1.20523,1.2228
1.12128,1.17154,0.05035,,,1.20501,1.22305
1.12132,1.17181,0.05036,,,1.2048,1.22297
1.12135,1.17184,0.05037,,,1.20457,1.22309
1.12138,1.17167,0.05035,,,1.20407,1.22276
1.12141,1.17141,0.05035,,,1.2041,1.22286
1.12144,1.17137,0.05033,,,1.20385,1.22303
1.12147,1.17091,0.05032,,,1.20352,1.22325
1.1215,1.17112,0.05033,,,1.20369,1.22313
1.12153,1.17127,0.05033,,,1.20355,1.22305
1.12156,1.17142,0.05033,,,1.20369,1.22353
1.12159,1.17124,0.05032,,,1.20358,1.22359
1.12162,1.17078,0.05031,,,1.20333,1.2238
1.12165,1.17086,0.05032,,,1.20297,1.22351
1.12168,1.17104,0.05032,,,1.20268,1.22318
1.12171,1.17113,0.05031,,,1.20277,1.22304
1.12174,1.17096,0.05031,,,1.20285,1.22304
1.12177,1.17099,0.0503,,,1.20321,1.22325
1.1218,1.17084,0.05031,,,1.20294,1.2232
1.12183,1.17114,0.0503,,,1.2029,1.22324
1.12186,1.17108,0.05031,,,1.20283,1.22326
1.12189,1.17117,0.05033,,,1.20253,1.22306
1.12192,1.17126,0.05033,,,1.20223,1.22301
1.12195,1.17105,0.05033,,,1.20183,1.22301
1.12198,1.17095,0.05033,,,1.20148,1.22337
1.12201,1.17103,0.05033,,,1.20149,1.22335
1.12204,1.17101,0.05033,,,1.20154,1.2232
1.12207,1.17117,0.05035,,,1.20131,1.22321
1.1221,1.17162,0.05036,,,1.20156,1.22342
1.12213,1.17152,0.05035,,,1.20154,1.22362
1.12216,1.17174,0.05037,,,1.20188,1.22372
1.12219,1.17186,0.05038,,,1.20224,1.22396
1.12222,1.17203,0.05038,,,1.20229,1.2241
1.12225,1.17214,0.05038,,,1.20241,1.22424
1.12229,1.17212,0.05037,,,1.20237,1.22431
1.12232,1.17192,0.05038,,,1.20187,1.22431
1.12235,1.17209,0.05037,,,1.20197,1.2245
1.12238,1.17193,0.05037,,,1.20193,1.22446
1.12241,1.17188,0.05036,,,1.20211,1.22468
1.12244,1.17178,0.05036,,,1.20226,1.22472
1.12246,1.17162,0.05035,,,1.20211,1.22464
1.12249,1.17163,0.05035,,,1.2022,1.22478
1.12252,1.17167,0.05035,,,1.20223,1.22487
1.12255,1.17141,0.05033,,,1.20203,1.22485
1.12258,1.17118,0.05033,,,1.20192,1.22506
1.12261,1.17123,0.05033,,,1.20178,1.22521
1.12264,1.17118,0.05032,,,1.20167,1.22555
1.12267,1.17095,0.05032,,,1.20167,1.22561
1.1227,1.17106,0.05032,,,1.20156,1.22539
1.12273,1.17109,0.05032,,,1.20124,1.22531
1.12276,1.17116,0.05034,,,1.20115,1.22565
1.12279,1.17147,0.05034,,,1.20104,1.22568
1.12282,1.17121,0.05032,,,1.20102,1.22588
1.12284,1.17105,0.05032,,,1.20108,1.22578
1.12287,1.17111,0.05032,,,1.20114,1.22609
1.1229,1.17093,0.05032,,,1.20092,1.22578
1.12293,1.17082,0.05032,,,1.20089,1.22549
1.12296,1.17096,0.05032,,,1.20081,1.22518
1.12299,1.1709,0.05032,,,1.20101,1.22494
1.12302,1.17105,0.05031,,,1.20123,1.22475
1.12305,1.17146,0.05034,,,1.20129,1.22444
1.12307,1.17141,0.05034,,,1.20083,1.22448
1.1231,1.17161,0.05035,,,1.20067,1.22469
1.12313,1.17175,0.05035,,,1.20079,1.22512
1.12316,1.17159,0.05034,,,1.20103,1.22517
1.12319,1.17166,0.05036,,,1.20109,1.22531
1.12322,1.17144,0.05036,,,1.20083,1.2252
1.12325,1.17171,0.05036,,,1.20123,1.2253
1.12328,1.17159,0.05034,,,1.20111,1.22551
1.12331,1.1714,0.05034,,,1.20087,1.2254
1.12333,1.17138,0.05034,,,1.20082,1.22527
1.12336,1.17136,0.05033,,,1.20067,1.22542
1.12339,1.17138,0.05034,,,1.20043,1.22536
1.12342,1.17163,0.05035,,,1.20004,1.22516
1.12345,1.17155,0.05033,,,1.20011,1.22503
1.12348,1.17119,0.05032,,,1.20008,1.22507
1.1235,1.17108,0.05032,,,1.20012,1.22487
1.12353,1.17113,0.05032,,,1.20004,1.22516
1.12356,1.17086,0.05031,,,1.20013,1.22568
1.12359,1.17095,0.05032,,,1.20044,1.22608
1.12362,1.17117,0.05032,,,1.2005,1.22605
1.12364,1.17157,0.05033,,,1.20026,1.2267
1.12367,1.17132,0.05032,,,1.20078,1.22762
1.1237,1.17117,0.05032,,,1.20073,1.2275
1.12373,1.17125,0.05032,,,1.20054,1.22731
1.12376,1.17113,0.05032,,,1.20053,1.22728
1.12378,1.17144,0.05034,,,1.20039,1.22758
1.12381,1.17155,0.05033,,,1.20033,1.22782
1.12384,1.17174,0.05034,,,1.20033,1.22781
1.12387,1.17173,0.05034,,,1.20054,1.22771
1.1239,1.17161,0.05034,,,1.20056,1.22754
1.12392,1.17163,0.05034,,,1.20102,1.22747
1.12395,1.1715,0.05033,,,1.20093,1.22754
1.12398,1.1713,0.05032,,,1.20104,1.22741
1.12401,1.17119,0.05031,,,1.2011,1.22767
1.12404,1.17115,0.05032,,,1.20123,1.22766
1.12406,1.17109,0.05031,,,1.20121,1.22801
1.12409,1.17107,0.0503,,,1.20143,1.22834
1.12412,1.17109,0.0503,,,1.20157,1.22848
1.12415,1.171,0.05029,,,1.20158,1.22881
1.12417,1.17088,0.05029,,,1.20158,1.22887
1.1242,1.17073,0.05028,,,1.20143,1.22867
1.12423,1.17069,0.05029,,,1.20148,1.22914
1.12425,1.17074,0.05027,,,1.20123,1.22914
1.12428,1.17068,0.05027,,,1.20171,1.22911
1.12431,1.17047,0.05026,,,1.20158,1.22887
1.12433,1.17036,0.05025,,,1.20167,1.22897
1.12436,1.17009,0.05025,,,1.20157,1.22914
1.12439,1.17018,0.05024,,,1.20136,1.2293
1.12441,1.16997,0.05024,,,1.20133,1.22941
1.12444,1.17011,0.05025,,,1.20132,1.22922
1.12447,1.17053,0.05027,,,1.20147,1.22944
1.12449,1.17038,0.05026,,,1.20142,1.22967
1.12452,1.17025,0.05026,,,1.20127,1.22977
1.12455,1.1703,0.05028,,,1.20141,1.23006
1.12457,1.17051,0.05028,,,1.20186,1.23037
1.1246,1.17043,0.05029,,,1.20164,1.23041
1.12463,1.17066,0.0503,,,1.2021,1.23047
1.12465,1.17067,0.05029,,,1.20248,1.23065
1.12468,1.17042,0.05028,,,1.20232,1.23114
1.12471,1.17024,0.05028,,,1.20217,1.23116
1.12473,1.17029,0.05028,,,1.20242,1.2313
1.12476,1.17024,0.05029,,,1.20226,1.23146
1.12478,1.17022,0.05028,,,1.20248,1.23154
1.12481,1.17036,0.05029,,,1.20246,1.23119
1.12484,1.17023,0.05028,,,1.20248,1.23069
1.12486,1.17036,0.0503,,,1.20237,1.23086
1.12489,1.1705,0.0503,,,1.20241,1.23105
1.12491,1.17063,0.0503,,,1.20228,1.23078
1.12494,1.17071,0.05029,,,1.2018,1.23095
1.12497,1.17087,0.0503,,,1.2017,1.23108
1.12499,1.17091,0.05032,,,1.20182,1.23121
1.12502,1.17105,0.05032,,,1.20182,1.23128
1.12505,1.17111,0.05031,,,1.20178,1.23126
1.12507,1.1709,0.05032,,,1.20227,1.23118
1.1251,1.17092,0.05033,,,1.20236,1.2313
1.12512,1.17115,0.05033,,,1.20232,1.23107
1.12515,1.17096,0.05032,,,1.20217,1.23157
1.12518,1.17089,0.05031,,,1.20215,1.23142
1.1252,1.17086,0.05033,,,1.2023,1.2314
1.12523,1.17096,0.05032,,,1.20235,1.23148
1.12526,1.17103,0.05033,,,1.20214,1.23167
1.12528,1.171,0.05032,,,1.20233,1.23192
1.12531,1.17107,0.05033,,,1.20233,1.23194
1.12533,1.17128,0.05034,,,1.20232,1.23207
1.12536,1.17117,0.05033,,,1.20241,1.23198
1.12539,1.17147,0.05033,,,1.2023,1.23206
1.12541,1.17099,0.05031,,,1.20183,1.23195
1.12544,1.17099,0.05031,,,1.20171,1.232
1.12546,1.17109,0.05032,,,1.202,1.23207
1.12549,1.17103,0.05032,,,1.20195,1.23215
1.12551,1.17103,0.05031,,,1.20198,1.23206
1.12554,1.17113,0.05032,,,1.20181,1.23221
1.12557,1.17132,0.05031,,,1.20188,1.23198
1.12559,1.17133,0.05031,,,1.20212,1.23223
1.12562,1.17111,0.05029,,,1.20188,1.23208
1.12564,1.17082,0.05029,,,1.20173,1.23222
1.12567,1.17088,0.05028,,,1.2018,1.23191
1.12569,1.17059,0.05028,,,1.20165,1.23196
1.12572,1.17082,0.05028,,,1.20206,1.23185
1.12574,1.17082,0.05028,,,1.20215,1.23179
1.12577,1.17113,0.05029,,,1.2022,1.23194
1.1258,1.17107,0.05028,,,1.20254,1.23192
1.12582,1.17094,0.05027,,,1.20257,1.232
1.12585,1.17098,0.05026,,,1.20266,1.23169
1.12587,1.17091,0.05027,,,1.20259,1.23135
1.1259,1.17108,0.05027,,,1.20257,1.23162
1.12592,1.17134,0.05028,,,1.2026,1.23194
1.12595,1.1713,0.05028,,,1.20257,1.23199
1.12597,1.17148,0.05029,,,1.20259,1.23191
1.126,1.17135,0.05027,,,1.2027,1.23181
1.12602,1.17129,0.05027,,,1.20289,1.23195
1.12605,1.17115,0.05027,,,1.20288,1.23226
1.12608,1.17122,0.05026,,,1.20291,1.23216
1.1261,1.17107,0.05027,,,1.2024,1.23206
1.12613,1.17165,0.05029,,,1.20261,1.23227
1.12615,1.17158,0.05027,,,1.20252,1.23226
1.12618,1.1714,0.05027,,,1.20264,1.23211
1.1262,1.17137,0.05026,,,1.20284,1.23211
1.12623,1.17134,0.05027,,,1.2027,1.23233
1.12625,1.17126,0.05027,,,1.20273,1.23199
1.12628,1.17117,0.05026,,,1.20272,1.23231
1.1263,1.17114,0.05025,,,1.20277,1.23226
1.12633,1.17084,0.05025,,,1.20255,1.23268
1.12635,1.17123,0.05026,,,1.20258,1.23311
1.12638,1.1714,0.05026,,,1.20269,1.23326
1.1264,1.17158,0.05027,,,1.20252,1.23332
1.12643,1.17166,0.05027,,,1.20245,1.23339
1.12645,1.17184,0.05026,,,1.20198,1.23328
1.12648,1.17173,0.05026,,,1.20212,1.23374
1.1265,1.17175,0.05026,,,1.20203,1.23387
1.12653,1.17177,0.05025,,,1.20191,1.23414
1.12655,1.17157,0.05025,,,1.20187,1.23415
1.12658,1.17153,0.05024,,,1.20182,1.23416
1.1266,1.17172,0.05024,,,1.20163,1.2342
1.12663,1.1715,0.05023,,,1.2016,1.23407
1.12665,1.17153,0.05023,,,1.20133,1.23448
1.12668,1.17163,0.05022,,,1.20156,1.23448
1.1267,1.17142,0.05021,,,1.20149,1.23445
1.12673,1.17131,0.0502,,,1.20141,1.23498
1.12675,1.17113,0.05019,,,1.20138,1.23495
1.12677,1.17098,0.05018,,,1.20129,1.23483
1.1268,1.17082,0.05016,,,1.20117,1.23524
1.12682,1.17079,0.05016,,,1.20138,1.23534
1.12685,1.17065,0.05015,,,1.20126,1.23519
1.12687,1.17078,0.05014,,,1.20135,1.23523
1.12689,1.1705,0.05014,,,1.2016,1.23526
1.12692,1.17047,0.05013,,,1.20164,1.2354
1.12694,1.17069,0.05013,,,1.20141,1.23555
1.12697,1.17064,0.05011,,,1.20133,1.23552
1.12699,1.17052,0.05011,,,1.20135,1.23572
1.12701,1.17074,0.05014,,,1.20161,1.23555
1.12704,1.17098,0.05013,,,1.20146,1.23547
1.12706,1.17065,0.05012,,,1.20129,1.2351
1.12709,1.17066,0.05012,,,1.20124,1.23497
1.12711,1.1706,0.05012,,,1.20113,1.23507
1.12713,1.17092,0.05013,,,1.20142,1.23508
1.12716,1.17105,0.05012,,,1.20164,1.23539
1.12718,1.17094,0.05011,,,1.20164,1.23529
1.12721,1.17066,0.05011,,,1.20162,1.23518
1.12723,1.17092,0.05011,,,1.20167,1.23541
1.12725,1.17099,0.05011,,,1.20188,1.23559
1.12728,1.17108,0.05012,,,1.20171,1.23561
1.1273,1.1712,0.05012,,,1.20186,1.2355
1.12732,1.17127,0.05012,,,1.20192,1.23586
1.12735,1.17142,0.05013,,,1.20195,1.23609
1.12737,1.17162,0.05013,,,1.20205,1.23613
1.1274,1.17167,0.05013,,,1.20188,1.23588
1.12742,1.17176,0.05013,,,1.20187,1.23583
1.12744,1.17178,0.05013,,,1.20164,1.236
1.12747,1.17158,0.05012,,,1.20142,1.23599
1.12749,1.17122,0.0501,,,1.20119,1.23599
1.12752,1.17102,0.0501,,,1.20111,1.23592
1.12754,1.171,0.0501,,,1.20123,1.236
1.12756,1.17105,0.05009,,,1.20126,1.23612
1.12759,1.17102,0.05009,,,1.20138,1.23626
1.12761,1.17094,0.05008,,,1.20125,1.23639
1.12763,1.17105,0.05009,,,1.20114,1.23624
1.12766,1.17145,0.05009,,,1.2015,1.23628
1.12768,1.17133,0.05009,,,1.20157,1.23623
1.1277,1.17139,0.05009,,,1.20148,1.23632
1.12773,1.1714,0.05009,,,1.20176,1.23642
1.12775,1.17122,0.05007,,,1.20182,1.23646
1.12777,1.17105,0.05007,,,1.20199,1.23634
1.1278,1.17077,0.05005,,,1.20159,1.23614
1.12782,1.1705,0.05005,,,1.20168,1.23629
1.12784,1.17042,0.05003,,,1.20139,1.23666
1.12787,1.17002,0.05002,,,1.20142,1.23672
1.12789,1.17041,0.05004,,,1.20135,1.23681
1.12791,1.17072,0.05004,,,1.20129,1.23671
1.12793,1.17064,0.05004,,,1.2012,1.23693
1.12796,1.17065,0.05004,,,1.20107,1.23722
1.12798,1.17085,0.05004,,,1.20116,1.23745
1.128,1.17104,0.05004,,,1.20097,1.23791
1.12803,1.17104,0.05004,,,1.201,1.23806
1.12805,1.17093,0.05003,,,1.20121,1.23811
1.12807,1.17049,0.05003,,,1.20118,1.23798
1.12809,1.17105,0.05004,,,1.20108,1.23801
1.12812,1.17115,0.05003,,,1.20119,1.23803
1.12814,1.17104,0.05002,,,1.20121,1.23819
1.12816,1.17093,0.05001,,,1.20148,1.23828
1.12819,1.17056,0.05,,,1.20156,1.23862
1.12821,1.1707,0.05,,,1.20153,1.23853
1.12823,1.1708,0.04999,,,1.20153,1.23848
1.12825,1.17071,0.04999,,,1.20172,1.23848
1.12828,1.17078,0.04998,,,1.20177,1.23879
1.1283,1.17059,0.04998,,,1.20199,1.23877
1.12832,1.1708,0.04997,,,1.20187,1.23874
1.12834,1.17069,0.04996,,,1.2019,1.23865
1.12837,1.17038,0.04995,,,1.20191,1.23885
1.12839,1.17045,0.04995,,,1.20194,1.23895
1.12841,1.17053,0.04995,,,1.20176,1.23866
1.12843,1.17074,0.04995,,,1.20161,1.23872
1.12846,1.17082,0.04995,,,1.20184,1.23878
1.12848,1.17099,0.04995,,,1.20171,1.2389
1.1285,1.17124,0.04995,,,1.20195,1.239
1.12852,1.1713,0.04994,,,1.20212,1.23908
1.12855,1.17113,0.04994,,,1.20215,1.23916
1.12857,1.17088,0.04992,,,1.20196,1.23894
1.12859,1.17067,0.04991,,,1.20185,1.23891
1.12861,1.17049,0.04991,,,1.20183,1.23906
1.12863,1.17066,0.04991,,,1.20217,1.23895
1.12866,1.17101,0.04993,,,1.20216,1.23892
1.12868,1.1713,0.04993,,,1.20258,1.23917
1.1287,1.17138,0.04993,,,1.20271,1.23916
1.12872,1.17127,0.04992,,,1.20277,1.23928
1.12875,1.17143,0.04991,,,1.20287,1.23947
1.12877,1.17144,0.04991,,,1.20301,1.23973
1.12879,1.17134,0.0499,,,1.20331,1.23981
1.12881,1.17116,0.04989,,,1.20333,1.23998
1.12884,1.17123,0.0499,,,1.20331,1.24024
1.12886,1.17136,0.0499,,,1.20351,1.24024
1.12888,1.17115,0.04989,,,1.2033,1.24019
1.1289,1.1711,0.04987,,,1.20321,1.2403
1.12892,1.17103,0.04987,,,1.20323,1.24064
1.12895,1.17124,0.04988,,,1.20338,1.24079
1.12897,1.17151,0.04989,,,1.20332,1.24072
1.12899,1.17161,0.04988,,,1.20343,1.24064
1.12901,1.17155,0.04988,,,1.20342,1.2408
1.12904,1.17181,0.04987,,,1.20336,1.24102
1.12906,1.17169,0.04988,,,1.20347,1.24112
1.12908,1.17182,0.04987,,,1.20353,1.24123
1.1291,1.1718,0.04986,,,1.20352,1.24153
1.12913,1.17144,0.04985,,,1.20348,1.24153
1.12915,1.17138,0.04985,,,1.20337,1.24172
1.12917,1.17146,0.04986,,,1.20377,1.24198
1.12919,1.17144,0.04985,,,1.20376,1.24207
1.12921,1.17132,0.04985,,,1.20399,1.24232
1.12923,1.17128,0.04985,,,1.20399,1.24228
1.12926,1.17135,0.04984,,,1.20411,1.24249
1.12928,1.17108,0.04985,,,1.20411,1.24233
1.1293,1.17139,0.04985,,,1.20411,1.24288
1.12932,1.17141,0.04984,,,1.20394,1.24295
1.12934,1.17138,0.04984,,,1.20428,1.24284
1.12937,1.17146,0.04984,,,1.20436,1.243
1.12939,1.1716,0.04984,,,1.2043,1.24307
1.12941,1.17156,0.04984,,,1.20384,1.24299
1.12943,1.17145,0.04984,,,1.20418,1.24286
1.12945,1.17157,0.04984,,,1.20401,1.24278
1.12947,1.17171,0.04985,,,1.20357,1.24272
1.1295,1.1719,0.04984,,,1.20355,1.243
1.12952,1.17169,0.04983,,,1.20363,1.24291
1.12954,1.17138,0.04982,,,1.20359,1.24295
1.12956,1.17126,0.04981,,,1.20342,1.24298
1.12958,1.17079,0.04979,,,1.2033,1.24275
1.1296,1.1709,0.04979,,,1.20329,1.24297
1.12963,1.17071,0.04979,,,1.20342,1.24257
1.12965,1.17092,0.04978,,,1.20336,1.24277
1.12967,1.17078,0.04978,,,1.20322,1.24289
1.12969,1.17085,0.04977,,,1.20335,1.24314
1.12971,1.17065,0.04976,,,1.20339,1.2433
1.12973,1.1704,0.04975,,,1.20328,1.24333
1.12975,1.17021,0.04973,,,1.20319,1.24321
1.12977,1.17008,0.04973,,,1.20328,1.24343
1.12979,1.17031,0.04973,,,1.20327,1.24355
1.12981,1.17011,0.04972,,,1.20318,1.2433
1.12983,1.17008,0.04972,,,1.20338,1.24319
1.12986,1.17001,0.04971,,,1.20343,1.2432
1.12988,1.16992,0.04971,,,1.20364,1.24287
1.1299,1.16988,0.0497,,,1.20368,1.24315
1.12992,1.16997,0.0497,,,1.20372,1.24313
1.12994,1.16977,0.0497,,,1.20353,1.24315
1.12996,1.16979,0.0497,,,1.20342,1.24318
1.12998,1.16993,0.04969,,,1.20355,1.24329
1.13,1.16976,0.04968,,,1.20352,1.24358
1.13002,1.16979,0.04967,,,1.20365,1.24367
1.13004,1.1697,0.04967,,,1.20376,1.24371
1.13006,1.16971,0.04966,,,1.20356,1.24356
1.13008,1.1692,0.04965,,,1.20363,1.24363
1.1301,1.16927,0.04966,,,1.20373,1.24343
1.13012,1.16947,0.04966,,,1.20373,1.24327
1.13014,1.16954,0.04967,,,1.20388,1.24336
1.13016,1.16995,0.04968,,,1.20395,1.24348
1.13018,1.16988,0.04967,,,1.20403,1.24377
1.1302,1.16956,0.04966,,,1.2041,1.24395
1.13022,1.16982,0.04967,,,1.20435,1.2439
1.13024,1.16974,0.04966,,,1.20426,1.24402
1.13026,1.16951,0.04965,,,1.20449,1.24425
1.13028,1.16946,0.04965,,,1.20445,1.24431
1.1303,1.16966,0.04964,,,1.20454,1.24435
1.13032,1.16973,0.04965,,,1.20466,1.24446
1.13034,1.16992,0.04965,,,1.20503,1.24489
1.13036,1.16983,0.04963,,,1.2051,1.24525
1.13038,1.16977,0.04964,,,1.20493,1.24511
1.1304,1.16983,0.04964,,,1.20487,1.24484
1.13042,1.16974,0.04963,,,1.20506,1.24482
1.13044,1.16943,0.04961,,,1.2052,1.24488
1.13046,1.16935,0.04962,,,1.20517,1.24484
1.13048,1.16945,0.04961,,,1.20522,1.24515
1.1305,1.16953,0.04962,,,1.20519,1.24523
1.13052,1.16953,0.04962,,,1.20521,1.2452
1.13054,1.16951,0.0496,,,1.20497,1.24529
1.13056,1.16917,0.04958,,,1.20477,1.2452
1.13058,1.16901,0.04958,,,1.20473,1.24537
1.13059,1.16916,0.04958,,,1.20466,1.24552
1.13061,1.16916,0.04959,,,1.20491,1.24585
1.13063,1.16904,0.04958,,,1.20485,1.24598
1.13065,1.16918,0.04958,,,1.20506,1.24595
1.13067,1.16931,0.04958,,,1.20494,1.24604
1.13069,1.16932,0.04957,,,1.20503,1.24636
1.13071,1.16938,0.04957,,,1.2048,1.24637
1.13073,1.16932,0.04955,,,1.20495,1.24674
1.13075,1.16894,0.04954,,,1.20477,1.24685
1.13077,1.16877,0.04953,,,1.20484,1.24675
1.13079,1.16885,0.04953,,,1.20484,1.24682
1.13081,1.16881,0.04952,,,1.20495,1.24693
1.13083,1.16875,0.04952,,,1.205,1.2471
1.13084,1.16867,0.04951,,,1.20507,1.24733
1.13086,1.16868,0.04951,,,1.20513,1.24736
1.13088,1.16891,0.0495,,,1.20481,1.2473
1.1309,1.16871,0.0495,,,1.20501,1.24712
1.13092,1.16888,0.04951,,,1.20484,1.24701
1.13094,1.1691,0.04951,,,1.20513,1.24713
1.13096,1.16904,0.04949,,,1.20505,1.24676
1.13098,1.16908,0.0495,,,1.20503,1.24711
1.131,1.16912,0.04949,,,1.20495,1.24719
1.13101,1.16917,0.04949,,,1.2049,1.24739
1.13103,1.16918,0.04948,,,1.20502,1.24734
1.13105,1.16906,0.04947,,,1.20531,1.2476
1.13107,1.16864,0.04946,,,1.20507,1.24745
1.13109,1.16863,0.04946,,,1.2049,1.24739
1.13111,1.1687,0.04947,,,1.20487,1.24784
1.13113,1.16876,0.04946,,,1.20471,1.24783
1.13115,1.16874,0.04945,,,1.20456,1.24759
1.13116,1.1686,0.04945,,,1.20477,1.24756
1.13118,1.16862,0.04944,,,1.20438,1.24768
1.1312,1.16855,0.04944,,,1.20441,1.24801
1.13122,1.16856,0.04944,,,1.20454,1.24785
1.13124,1.16873,0.04945,,,1.20485,1.2479
1.13126,1.16896,0.04946,,,1.20485,1.24818
1.13128,1.16882,0.04946,,,1.20492,1.24795
1.13129,1.16908,0.04946,,,1.20522,1.24801
1.13131,1.16918,0.04946,,,1.20527,1.24808
1.13133,1.16933,0.04946,,,1.20533,1.24805
1.13135,1.16936,0.04946,,,1.20539,1.24806
1.13137,1.16949,0.04947,,,1.20553,1.24824
1.13139,1.16957,0.04946,,,1.20538,1.24849
1.13141,1.16935,0.04946,,,1.20534,1.24884
1.13143,1.16934,0.04945,,,1.20549,1.24877
1.13144,1.16922,0.04945,,,1.20527,1.24842
1.13146,1.1693,0.04945,,,1.2055,1.24877
1.13148,1.16925,0.04944,,,1.2054,1.24861
1.1315,1.1693,0.04945,,,1.20521,1.24858
1.13152,1.1694,0.04944,,,1.20537,1.24856
1.13154,1.16941,0.04944,,,1.20514,1.24883
1.13156,1.16932,0.04943,,,1.20514,1.24892
1.13157,1.16933,0.04945,,,1.20512,1.24931
1.13159,1.16935,0.04944,,,1.20518,1.24943
1.13161,1.16933,0.04943,,,1.20509,1.24953
1.13163,1.16955,0.04943,,,1.20518,1.2496
1.13165,1.16955,0.04943,,,1.2051,1.24968
1.13167,1.1697,0.04944,,,1.20514,1.2495
1.13168,1.16977,0.04944,,,1.20504,1.24953
1.1317,1.17005,0.04944,,,1.20527,1.24955
1.13172,1.16989,0.04944,,,1.20536,1.24968
1.13174,1.1698,0.04942,,,1.20532,1.24954
1.13176,1.16946,0.04942,,,1.20529,1.24951
1.13178,1.16955,0.04941,,,1.2051,1.24958
1.1318,1.16954,0.04942,,,1.2051,1.24959
1.13181,1.16966,0.04942,,,1.20498,1.24958
1.13183,1.1698,0.04942,,,1.2052,1.24981
1.13185,1.1699,0.04943,,,1.20522,1.24999
1.13187,1.17014,0.04942,,,1.20514,1.24996
1.13189,1.1701,0.04942,,,1.20518,1.24965
1.13191,1.16993,0.04941,,,1.20514,1.24991
1.13193,1.16957,0.0494,,,1.20515,1.24991
1.13194,1.16963,0.0494,,,1.20527,1.2502
1.13196,1.16993,0.04941,,,1.20516,1.25032
1.13198,1.16996,0.04941,,,1.2053,1.25025
1.132,1.16991,0.04941,,,1.20512,1.25015
