,LinUCB,,,,"LinUCB+stdev,cluster","LinUCB+stdev,cluster+CBF"
1.03503,1.12144,0.04239,,,1.16597,1.13593
1.03519,1.12071,0.04237,,,1.16556,1.13502
1.03536,1.11995,0.04235,,,1.16573,1.13481
1.03552,1.11922,0.04233,,,1.16484,1.13611
1.03568,1.11836,0.04234,,,1.16522,1.13483
1.03584,1.11865,0.04235,,,1.16644,1.13509
1.036,1.11905,0.04239,,,1.16642,1.13486
1.03616,1.11992,0.04242,,,1.16771,1.13463
1.03632,1.12071,0.04245,,,1.16728,1.13474
1.03649,1.12078,0.04247,,,1.16729,1.13483
1.03665,1.12069,0.04245,,,1.1681,1.13435
1.03681,1.12032,0.04247,,,1.1677,1.13442
1.03697,1.12138,0.0425,,,1.16757,1.13464
1.03713,1.1205,0.04248,,,1.16703,1.13361
1.03728,1.12019,0.04247,,,1.16784,1.13414
1.03744,1.11957,0.04248,,,1.16717,1.13375
1.03759,1.11954,0.04249,,,1.1668,1.13373
1.03775,1.11983,0.04249,,,1.16646,1.13389
1.0379,1.1196,0.04249,,,1.16701,1.13465
1.03805,1.11958,0.04252,,,1.16732,1.13462
1.03821,1.12029,0.04255,,,1.16771,1.13552
1.03836,1.12069,0.04261,,,1.16757,1.13608
1.03852,1.12113,0.04262,,,1.16783,1.1363
1.03867,1.12058,0.04261,,,1.16896,1.13676
1.03882,1.12026,0.04261,,,1.16909,1.13605
1.03897,1.11996,0.04261,,,1.16835,1.13621
1.03912,1.12092,0.0427,,,1.16854,1.13615
1.03928,1.12194,0.04272,,,1.16848,1.13723
1.03943,1.1218,0.04268,,,1.1688,1.13755
1.03958,1.12182,0.04271,,,1.16992,1.13581
1.03973,1.12154,0.04276,,,1.17069,1.13512
1.03988,1.12236,0.04279,,,1.17086,1.13401
1.04004,1.12327,0.04283,,,1.1712,1.13381
1.04019,1.12397,0.04284,,,1.17121,1.13327
1.04034,1.12379,0.04284,,,1.1712,1.13263
1.0405,1.12481,0.04293,,,1.17147,1.13133
1.04065,1.12541,0.04293,,,1.17105,1.13075
1.0408,1.12552,0.04296,,,1.17137,1.13163
1.04096,1.12553,0.04298,,,1.17089,1.13161
1.04111,1.12564,0.04298,,,1.17095,1.13237
1.04126,1.12529,0.04302,,,1.17085,1.13239
1.04142,1.12613,0.04305,,,1.17059,1.13208
1.04157,1.12592,0.04301,,,1.17022,1.1321
1.04172,1.12529,0.04299,,,1.17003,1.13207
1.04187,1.12558,0.04303,,,1.16861,1.13342
1.04202,1.1263,0.04309,,,1.16825,1.13369
1.04217,1.12698,0.04311,,,1.16751,1.13266
1.04232,1.12734,0.04314,,,1.16624,1.13213
1.04247,1.12726,0.04315,,,1.16613,1.13199
1.04263,1.12764,0.04316,,,1.16585,1.13137
1.04278,1.12745,0.04318,,,1.16589,1.13082
1.04293,1.12778,0.04319,,,1.16648,1.1301
1.04308,1.128,0.04321,,,1.16677,1.13029
1.04323,1.12775,0.04321,,,1.16746,1.12994
1.04338,1.12835,0.04323,,,1.16665,1.12933
1.04352,1.12783,0.04326,,,1.16653,1.12879
1.04367,1.12785,0.04326,,,1.16566,1.12946
1.04382,1.12821,0.04327,,,1.16594,1.13084
1.04397,1.12802,0.0433,,,1.16586,1.1314
1.04412,1.12854,0.04334,,,1.16511,1.13116
1.04426,1.129,0.04337,,,1.16504,1.13104
1.04441,1.12896,0.0434,,,1.16524,1.13101
1.04456,1.12959,0.04343,,,1.16494,1.13118
1.04471,1.12976,0.04346,,,1.16569,1.13155
1.04485,1.13054,0.0435,,,1.16593,1.13115
1.045,1.13083,0.04351,,,1.16633,1.13038
1.04515,1.131,0.04351,,,1.16687,1.13071
1.0453,1.13023,0.04351,,,1.16752,1.13127
1.04544,1.1302,0.04351,,,1.16682,1.13161
1.04559,1.12984,0.04351,,,1.16611,1.13156
1.04573,1.12908,0.04347,,,1.16551,1.1309
1.04587,1.12888,0.04351,,,1.16536,1.13073
1.04602,1.12934,0.0435,,,1.16589,1.13129
1.04616,1.12819,0.04348,,,1.16587,1.13251
1.0463,1.12864,0.04351,,,1.16604,1.13222
1.04644,1.12902,0.04351,,,1.16612,1.13226
1.04658,1.12912,0.04354,,,1.16569,1.13214
1.04672,1.12898,0.04353,,,1.16564,1.13213
1.04685,1.12816,0.04348,,,1.1655,1.13167
1.04699,1.12772,0.04352,,,1.16513,1.13224
1.04713,1.12837,0.04355,,,1.16403,1.13216
1.04726,1.12794,0.04352,,,1.16399,1.13269
1.0474,1.12795,0.04353,,,1.16566,1.13328
1.04753,1.12829,0.04353,,,1.16591,1.1337
1.04767,1.12821,0.04357,,,1.16621,1.13399
1.0478,1.1289,0.04363,,,1.1674,1.13466
1.04794,1.12999,0.04365,,,1.16765,1.13551
1.04808,1.13019,0.04368,,,1.16763,1.13579
1.04822,1.13122,0.04371,,,1.16771,1.13591
1.04835,1.13174,0.04377,,,1.16816,1.13561
1.04849,1.13277,0.04378,,,1.16954,1.13597
1.04863,1.1324,0.04382,,,1.16876,1.13614
1.04877,1.13349,0.04385,,,1.16887,1.13591
1.04891,1.13355,0.04384,,,1.1691,1.13672
1.04905,1.13275,0.04381,,,1.16986,1.13698
1.04919,1.13174,0.0438,,,1.1695,1.13756
1.04932,1.1317,0.04381,,,1.16939,1.13761
1.04946,1.13185,0.04382,,,1.16933,1.13822
1.04959,1.13161,0.04382,,,1.16911,1.13779
1.04973,1.13264,0.04388,,,1.16967,1.13842
1.04986,1.13301,0.0439,,,1.16964,1.13847
1.05,1.134,0.04392,,,1.16926,1.1383
1.05014,1.13392,0.04393,,,1.16958,1.13811
1.05027,1.13458,0.04394,,,1.16963,1.13837
1.05041,1.13443,0.04397,,,1.16979,1.13827
1.05054,1.13458,0.04397,,,1.16968,1.13835
1.05068,1.13544,0.04404,,,1.17026,1.13876
1.05082,1.1365,0.04405,,,1.17045,1.13891
1.05096,1.1366,0.04406,,,1.17062,1.13834
1.05109,1.13632,0.04406,,,1.17111,1.13777
1.05123,1.13619,0.04409,,,1.17147,1.1377
1.05137,1.13655,0.04411,,,1.17178,1.13806
1.0515,1.13623,0.04414,,,1.17202,1.13772
1.05164,1.13743,0.04418,,,1.17255,1.13694
1.05178,1.1375,0.04419,,,1.17265,1.13719
1.05191,1.13883,0.04427,,,1.17251,1.13766
1.05205,1.13945,0.04426,,,1.17222,1.13811
1.05219,1.13944,0.04429,,,1.17281,1.13761
1.05233,1.1395,0.04429,,,1.17225,1.13764
1.05247,1.13903,0.04427,,,1.17165,1.13813
1.0526,1.1393,0.04433,,,1.17146,1.13829
1.05274,1.13951,0.04432,,,1.17111,1.1389
1.05288,1.13881,0.04426,,,1.17187,1.13885
1.05301,1.13803,0.04428,,,1.17179,1.13874
1.05314,1.13855,0.0443,,,1.17197,1.13884
1.05328,1.13834,0.0443,,,1.17158,1.13887
1.05341,1.13738,0.04428,,,1.17175,1.13872
1.05354,1.13758,0.04431,,,1.17237,1.13873
1.05367,1.13776,0.0443,,,1.17204,1.1394
1.0538,1.13747,0.04427,,,1.17192,1.13934
1.05393,1.13683,0.04428,,,1.17256,1.13858
1.05406,1.13685,0.04429,,,1.17228,1.13869
1.05419,1.13709,0.0443,,,1.1718,1.13849
1.05432,1.13681,0.04429,,,1.17185,1.13754
1.05444,1.13722,0.04434,,,1.17201,1.13831
1.05457,1.13755,0.04438,,,1.17225,1.1382
1.0547,1.13841,0.04439,,,1.17319,1.13775
1.05483,1.13868,0.04441,,,1.1739,1.13732
1.05496,1.13844,0.0444,,,1.17423,1.13792
1.05509,1.13919,0.04446,,,1.17445,1.13812
1.05522,1.13969,0.0445,,,1.17487,1.13835
1.05535,1.14047,0.04451,,,1.17575,1.13792
1.05548,1.14017,0.04453,,,1.17531,1.13772
1.0556,1.13988,0.04449,,,1.17434,1.13762
1.05573,1.14031,0.04454,,,1.17462,1.13728
1.05586,1.14072,0.04454,,,1.17366,1.13694
1.05599,1.14099,0.04456,,,1.17366,1.13728
1.05612,1.14105,0.04455,,,1.17407,1.13712
1.05625,1.14145,0.04457,,,1.17416,1.13663
1.05638,1.14114,0.04458,,,1.17411,1.13719
1.05651,1.14211,0.04463,,,1.17428,1.13726
1.05663,1.14227,0.04463,,,1.17418,1.13705
1.05676,1.14265,0.04464,,,1.17445,1.1377
1.05689,1.14237,0.04462,,,1.17438,1.13754
1.05702,1.14213,0.04465,,,1.17399,1.13754
1.05715,1.14188,0.04465,,,1.17423,1.1378
1.05727,1.14199,0.04465,,,1.17458,1.13827
1.0574,1.14184,0.04465,,,1.17383,1.13816
1.05752,1.14145,0.04467,,,1.1741,1.13847
1.05765,1.14181,0.04471,,,1.17463,1.13861
1.05778,1.14275,0.04472,,,1.1753,1.13884
1.0579,1.14326,0.04477,,,1.17573,1.13864
1.05803,1.14417,0.04482,,,1.17602,1.13884
1.05816,1.14424,0.04479,,,1.17737,1.13909
1.05828,1.14416,0.04483,,,1.17832,1.13967
1.05841,1.14491,0.04487,,,1.17838,1.14047
1.05854,1.14572,0.04492,,,1.17863,1.14129
1.05867,1.14619,0.04495,,,1.17855,1.14174
1.0588,1.14673,0.04497,,,1.17921,1.1413
1.05893,1.14768,0.04501,,,1.18002,1.14072
1.05906,1.14782,0.04502,,,1.18003,1.14041
1.05919,1.14844,0.04507,,,1.18052,1.14044
1.05932,1.14939,0.04512,,,1.18108,1.14073
1.05945,1.15058,0.04514,,,1.18122,1.14121
1.05958,1.15042,0.04515,,,1.18085,1.14173
1.05972,1.15019,0.04516,,,1.1808,1.14124
1.05985,1.14994,0.04515,,,1.18096,1.14119
1.05998,1.14978,0.04515,,,1.18126,1.14099
1.06011,1.14995,0.04517,,,1.18167,1.1414
1.06024,1.15034,0.04518,,,1.1815,1.14148
1.06037,1.15012,0.04517,,,1.18167,1.14131
1.0605,1.14995,0.04515,,,1.18157,1.14189
1.06062,1.14993,0.04521,,,1.18142,1.1425
1.06075,1.15121,0.04524,,,1.18177,1.14282
1.06088,1.15136,0.04531,,,1.18204,1.14308
1.06102,1.15305,0.04533,,,1.18325,1.14349
1.06115,1.15345,0.04539,,,1.18352,1.14372
1.06128,1.15456,0.04542,,,1.18402,1.14408
1.06141,1.15418,0.04542,,,1.18474,1.14402
1.06155,1.15487,0.04547,,,1.18478,1.14366
1.06168,1.15642,0.04556,,,1.18452,1.14354
1.06182,1.15786,0.04558,,,1.18461,1.14372
1.06195,1.15728,0.04555,,,1.18465,1.14308
1.06209,1.1565,0.04555,,,1.18436,1.14286
1.06222,1.15687,0.0456,,,1.18474,1.14331
1.06236,1.15761,0.04561,,,1.18522,1.14335
1.06249,1.15821,0.04566,,,1.18553,1.14336
1.06262,1.15824,0.04564,,,1.18549,1.14365
1.06276,1.15814,0.04568,,,1.18486,1.14391
1.06289,1.15863,0.04569,,,1.18507,1.14443
1.06303,1.15887,0.04572,,,1.1855,1.14439
1.06316,1.1588,0.04574,,,1.18615,1.14412
1.0633,1.15914,0.04575,,,1.18674,1.14502
1.06343,1.15929,0.0458,,,1.18664,1.14517
1.06356,1.16045,0.04585,,,1.18664,1.14529
1.0637,1.16045,0.04586,,,1.18631,1.14496
1.06383,1.16053,0.04586,,,1.18702,1.14495
1.06397,1.16009,0.04586,,,1.18802,1.14518
1.0641,1.15995,0.04585,,,1.1894,1.14543
1.06423,1.15946,0.04582,,,1.18937,1.14502
1.06436,1.15963,0.04587,,,1.18914,1.1444
1.0645,1.16036,0.04589,,,1.18891,1.144
1.06463,1.16059,0.04593,,,1.189,1.14364
1.06476,1.1611,0.04595,,,1.18954,1.14392
1.06489,1.16063,0.04592,,,1.18903,1.14466
1.06502,1.15992,0.04593,,,1.18921,1.14478
1.06515,1.15982,0.04591,,,1.19003,1.14486
1.06528,1.15962,0.04591,,,1.19027,1.14421
1.06541,1.15986,0.04594,,,1.19058,1.14406
1.06554,1.16022,0.04592,,,1.19103,1.14419
1.06567,1.15956,0.0459,,,1.19084,1.14406
1.0658,1.15945,0.04592,,,1.19111,1.14441
1.06593,1.1602,0.04595,,,1.1915,1.14443
1.06605,1.16021,0.04596,,,1.19156,1.14381
1.06618,1.16066,0.04601,,,1.19169,1.14334
1.06631,1.16094,0.04603,,,1.19246,1.14311
1.06644,1.16132,0.04602,,,1.19239,1.1428
1.06657,1.16062,0.04601,,,1.19297,1.14272
1.06669,1.16057,0.046,,,1.19327,1.14287
1.06682,1.16039,0.04601,,,1.19329,1.1429
1.06694,1.1601,0.04601,,,1.19283,1.14278
1.06707,1.16028,0.04602,,,1.19376,1.14212
1.06719,1.16032,0.04605,,,1.19363,1.14214
1.06732,1.16024,0.04604,,,1.19368,1.14242
1.06744,1.16062,0.04603,,,1.19368,1.14199
1.06757,1.16082,0.0461,,,1.19344,1.14221
1.06769,1.16122,0.04608,,,1.19354,1.14181
1.06782,1.16082,0.0461,,,1.19384,1.14206
1.06794,1.16117,0.0461,,,1.1948,1.14228
1.06806,1.16118,0.04611,,,1.19494,1.14278
1.06819,1.16108,0.04609,,,1.19541,1.14346
1.06831,1.16063,0.04608,,,1.1955,1.14338
1.06843,1.16028,0.04607,,,1.19656,1.14345
1.06855,1.15977,0.04608,,,1.19711,1.14257
1.06867,1.16027,0.0461,,,1.1967,1.14236
1.06879,1.16034,0.04609,,,1.19665,1.14258
1.06891,1.15955,0.04605,,,1.19644,1.14283
1.06903,1.15966,0.04608,,,1.19603,1.14298
1.06915,1.15929,0.04608,,,1.19628,1.14309
1.06927,1.15987,0.0461,,,1.19701,1.14343
1.06939,1.16063,0.04616,,,1.19796,1.14316
1.06951,1.16075,0.04617,,,1.19797,1.14263
1.06963,1.16152,0.04622,,,1.1983,1.14271
1.06975,1.16142,0.04622,,,1.19872,1.14248
1.06987,1.16122,0.04622,,,1.19866,1.14251
1.06999,1.16108,0.04623,,,1.19805,1.14225
1.07011,1.161,0.04621,,,1.19822,1.14231
1.07022,1.16059,0.0462,,,1.1986,1.14195
1.07034,1.15989,0.04617,,,1.19949,1.14145
1.07045,1.15915,0.04617,,,1.19929,1.14142
1.07057,1.15851,0.04614,,,1.19913,1.1417
1.07068,1.15853,0.04618,,,1.199,1.14111
1.07079,1.15925,0.04619,,,1.19925,1.14171
1.07091,1.15887,0.04618,,,1.19941,1.14207
1.07102,1.15889,0.04623,,,1.19929,1.14211
1.07113,1.15953,0.04622,,,1.19961,1.14194
1.07125,1.15987,0.04625,,,1.20048,1.14218
1.07136,1.1598,0.04623,,,1.2011,1.14248
1.07147,1.15938,0.04625,,,1.20106,1.14309
1.07159,1.15925,0.04627,,,1.20093,1.14322
1.0717,1.15939,0.04628,,,1.20066,1.14378
1.07181,1.15981,0.0463,,,1.20062,1.14483
1.07192,1.15995,0.0463,,,1.20083,1.14506
1.07203,1.15969,0.04629,,,1.20115,1.14575
1.07215,1.1596,0.04633,,,1.2008,1.14598
1.07226,1.15955,0.04632,,,1.20048,1.14622
1.07237,1.15986,0.04636,,,1.20061,1.14664
1.07248,1.16009,0.04636,,,1.20045,1.14656
1.07259,1.16016,0.04638,,,1.2008,1.1474
1.0727,1.15958,0.04636,,,1.20095,1.14836
1.07281,1.1596,0.04637,,,1.20086,1.14917
1.07292,1.15998,0.0464,,,1.20085,1.14943
1.07303,1.1603,0.04641,,,1.20129,1.15043
1.07314,1.16019,0.0464,,,1.20175,1.15105
1.07325,1.15988,0.0464,,,1.20145,1.15093
1.07335,1.15998,0.04641,,,1.20119,1.1512
1.07346,1.16079,0.04647,,,1.20104,1.15169
1.07357,1.16072,0.04646,,,1.20148,1.15126
1.07368,1.16084,0.04646,,,1.20142,1.15184
1.07379,1.16089,0.04649,,,1.20192,1.15304
1.0739,1.16087,0.04649,,,1.20168,1.15377
1.07401,1.16075,0.0465,,,1.20141,1.15458
1.07411,1.16049,0.0465,,,1.20147,1.15497
1.07422,1.16074,0.04655,,,1.20169,1.15554
1.07433,1.16104,0.04654,,,1.20177,1.15599
1.07443,1.16047,0.04654,,,1.20242,1.15671
1.07454,1.15995,0.04655,,,1.20243,1.15655
1.07465,1.16034,0.04658,,,1.20303,1.15595
1.07475,1.16084,0.04661,,,1.20359,1.15631
1.07486,1.16113,0.04663,,,1.20401,1.15723
1.07496,1.16131,0.04663,,,1.20441,1.15712
1.07507,1.16053,0.04661,,,1.20428,1.15683
1.07517,1.16011,0.04662,,,1.2051,1.15719
1.07528,1.15984,0.0466,,,1.20517,1.15754
1.07538,1.1598,0.04661,,,1.20608,1.15861
1.07548,1.15993,0.04664,,,1.2068,1.15894
1.07559,1.15999,0.04665,,,1.20781,1.15891
1.07569,1.1599,0.04668,,,1.20821,1.15905
1.07579,1.16044,0.04671,,,1.20842,1.15858
1.0759,1.16015,0.04668,,,1.20879,1.15877
1.076,1.16025,0.0467,,,1.20975,1.15947
1.0761,1.15995,0.0467,,,1.21059,1.15996
1.0762,1.16039,0.04676,,,1.21039,1.15991
1.0763,1.16065,0.04676,,,1.21049,1.16014
1.07641,1.16062,0.04677,,,1.21085,1.16038
1.07651,1.16064,0.04679,,,1.21123,1.16133
1.07661,1.16048,0.0468,,,1.21147,1.16145
1.07671,1.16031,0.04678,,,1.21135,1.16136
1.07681,1.1601,0.04679,,,1.21215,1.16152
1.07691,1.15998,0.04681,,,1.21316,1.16172
1.07701,1.15978,0.04684,,,1.21409,1.16237
1.07711,1.16038,0.04686,,,1.21432,1.16269
1.07721,1.16013,0.04685,,,1.21421,1.16319
1.07731,1.16046,0.04686,,,1.21495,1.16383
1.07741,1.1604,0.0469,,,1.2151,1.1639
1.07751,1.16084,0.04692,,,1.21589,1.16387
1.07761,1.16114,0.04694,,,1.2159,1.16385
1.07771,1.16185,0.04699,,,1.21579,1.16391
1.07781,1.16312,0.04705,,,1.21568,1.16494
1.07791,1.16357,0.04709,,,1.21598,1.16602
1.07801,1.16414,0.0471,,,1.21654,1.16605
1.07811,1.16408,0.04713,,,1.21654,1.16623
1.07821,1.16467,0.04715,,,1.21696,1.16631
1.07832,1.16491,0.04715,,,1.21716,1.16664
1.07842,1.16454,0.04713,,,1.21777,1.16647
1.07852,1.16422,0.04713,,,1.2179,1.16643
1.07862,1.16432,0.04715,,,1.21797,1.16696
1.07872,1.16525,0.04719,,,1.21805,1.16716
1.07882,1.16545,0.0472,,,1.21793,1.16672
1.07893,1.16546,0.04719,,,1.21822,1.16659
1.07903,1.16503,0.04718,,,1.21748,1.16688
1.07913,1.16465,0.04718,,,1.21768,1.16724
1.07923,1.16486,0.04721,,,1.21831,1.16697
1.07933,1.1658,0.04726,,,1.2188,1.16722
1.07943,1.16595,0.04729,,,1.21855,1.1667
1.07953,1.16652,0.04731,,,1.21804,1.16678
1.07963,1.16644,0.04733,,,1.2178,1.16648
1.07973,1.16706,0.04734,,,1.21738,1.16691
1.07983,1.16708,0.04735,,,1.21729,1.1676
1.07994,1.16716,0.04738,,,1.21728,1.16779
1.08004,1.1677,0.04739,,,1.2184,1.16814
1.08014,1.16734,0.0474,,,1.21876,1.1684
1.08024,1.16758,0.04742,,,1.21905,1.16857
1.08034,1.16766,0.04742,,,1.21919,1.16902
1.08044,1.167,0.04739,,,1.21907,1.1686
1.08054,1.16646,0.04743,,,1.21876,1.16876
1.08064,1.16616,0.04739,,,1.21863,1.16887
1.08073,1.16521,0.0474,,,1.21876,1.16923
1.08083,1.16532,0.04742,,,1.21938,1.16951
1.08093,1.16519,0.04742,,,1.21971,1.1694
1.08102,1.16489,0.04742,,,1.21994,1.16924
1.08112,1.16455,0.04744,,,1.22028,1.16935
1.08122,1.16476,0.04745,,,1.22,1.16953
1.08131,1.16472,0.04746,,,1.22008,1.16946
1.08141,1.165,0.04748,,,1.22045,1.17034
1.0815,1.16538,0.04749,,,1.22107,1.17063
1.0816,1.16597,0.04753,,,1.22103,1.17152
1.08169,1.16639,0.04754,,,1.22153,1.17158
1.08179,1.16622,0.04755,,,1.22163,1.17123
1.08188,1.16632,0.04755,,,1.22169,1.17139
1.08198,1.16595,0.04757,,,1.22152,1.1714
1.08207,1.16598,0.04759,,,1.22143,1.17206
1.08217,1.16606,0.04758,,,1.22133,1.17233
1.08226,1.16571,0.04759,,,1.22193,1.17249
1.08236,1.16555,0.04759,,,1.2222,1.17269
1.08245,1.16541,0.04759,,,1.22274,1.17385
1.08254,1.16518,0.04757,,,1.22294,1.17483
1.08264,1.16479,0.04758,,,1.22269,1.17516
1.08273,1.16501,0.0476,,,1.22322,1.17572
1.08282,1.1647,0.04761,,,1.22332,1.17606
1.08291,1.16483,0.04763,,,1.22344,1.1768
1.083,1.16526,0.04767,,,1.22386,1.17723
1.0831,1.16569,0.04769,,,1.22409,1.17717
1.08319,1.16608,0.04771,,,1.2247,1.17728
1.08328,1.16674,0.04775,,,1.22518,1.17761
1.08338,1.16711,0.04776,,,1.22551,1.17723
1.08347,1.16697,0.04776,,,1.22591,1.17748
1.08356,1.16705,0.04778,,,1.22566,1.17766
1.08365,1.16699,0.04776,,,1.22553,1.17752
1.08375,1.16695,0.04779,,,1.22581,1.17805
1.08384,1.16745,0.0478,,,1.22535,1.17788
1.08393,1.16757,0.04783,,,1.22493,1.17737
1.08402,1.16766,0.04784,,,1.2252,1.17812
1.08412,1.16794,0.04789,,,1.22563,1.17804
1.08421,1.16869,0.04789,,,1.2256,1.17776
1.0843,1.16861,0.0479,,,1.22601,1.17761
1.08439,1.16886,0.04792,,,1.22582,1.17763
1.08449,1.16875,0.04793,,,1.22598,1.17784
1.08458,1.16875,0.04794,,,1.22605,1.17823
1.08467,1.16911,0.04798,,,1.22615,1.17776
1.08477,1.16968,0.04801,,,1.22569,1.17767
1.08486,1.16981,0.04801,,,1.2267,1.17746
1.08495,1.16948,0.048,,,1.2268,1.17724
1.08504,1.16895,0.04801,,,1.2264,1.17727
1.08513,1.16896,0.048,,,1.22623,1.17713
1.08522,1.16841,0.04801,,,1.22652,1.1767
1.08531,1.16827,0.048,,,1.22653,1.17677
1.0854,1.16809,0.048,,,1.22625,1.17666
1.08549,1.16786,0.048,,,1.22632,1.17667
1.08558,1.16759,0.04801,,,1.22668,1.17653
1.08567,1.16762,0.04802,,,1.22629,1.176
1.08576,1.16782,0.04805,,,1.22693,1.17564
1.08585,1.16851,0.04809,,,1.22735,1.17573
1.08594,1.16895,0.04812,,,1.22769,1.17597
1.08603,1.16884,0.0481,,,1.22793,1.1767
1.08612,1.16842,0.0481,,,1.2283,1.17686
1.08621,1.16795,0.04811,,,1.22839,1.17627
1.08629,1.16812,0.04812,,,1.2281,1.17633
1.08638,1.16828,0.04812,,,1.22788,1.17649
1.08647,1.16797,0.04809,,,1.22818,1.17643
1.08656,1.16766,0.04811,,,1.22812,1.1762
1.08664,1.16742,0.0481,,,1.22798,1.17624
1.08673,1.16718,0.0481,,,1.22821,1.17601
1.08681,1.16718,0.0481,,,1.22814,1.176
1.0869,1.16739,0.04814,,,1.22786,1.17595
1.08699,1.16743,0.04813,,,1.22783,1.17553
1.08707,1.1673,0.04814,,,1.22803,1.17542
1.08716,1.16759,0.04817,,,1.22865,1.17503
1.08724,1.16793,0.04817,,,1.22892,1.17464
1.08733,1.1678,0.04818,,,1.22891,1.17452
1.08741,1.16816,0.0482,,,1.22861,1.17479
1.0875,1.16778,0.04819,,,1.22918,1.17469
1.08758,1.16764,0.04818,,,1.23011,1.17448
1.08767,1.16746,0.04819,,,1.22989,1.17479
1.08775,1.16738,0.04821,,,1.22927,1.17483
1.08784,1.16778,0.04824,,,1.22902,1.17459
1.08792,1.16798,0.04823,,,1.22902,1.17477
1.088,1.16801,0.04825,,,1.22907,1.17494
1.08809,1.16793,0.04824,,,1.22928,1.17441
1.08817,1.16764,0.04826,,,1.2295,1.17407
1.08826,1.16773,0.04824,,,1.22952,1.17436
1.08834,1.16795,0.04827,,,1.22927,1.17423
1.08842,1.16766,0.04825,,,1.22946,1.1741
1.0885,1.16751,0.04827,,,1.22864,1.17386
1.08859,1.16779,0.04827,,,1.22836,1.174
1.08867,1.16749,0.04827,,,1.22763,1.17412
1.08875,1.1675,0.0483,,,1.22765,1.17429
1.08883,1.16796,0.0483,,,1.22774,1.17378
1.08892,1.1679,0.0483,,,1.22769,1.17376
1.089,1.16787,0.0483,,,1.22772,1.174
1.08908,1.16805,0.04834,,,1.22745,1.17441
1.08916,1.16823,0.04832,,,1.22784,1.17494
1.08924,1.16803,0.04833,,,1.22773,1.17524
1.08933,1.16825,0.04836,,,1.22758,1.17541
1.08941,1.16833,0.04837,,,1.22681,1.17507
1.08949,1.16869,0.04839,,,1.22652,1.17484
1.08957,1.16877,0.0484,,,1.22618,1.17495
1.08965,1.16902,0.04843,,,1.22656,1.17493
1.08973,1.16925,0.04844,,,1.22655,1.17566
1.08982,1.1691,0.04845,,,1.22631,1.17589
1.0899,1.16901,0.04844,,,1.2265,1.17607
1.08998,1.16896,0.04845,,,1.22697,1.17716
1.09006,1.16903,0.04847,,,1.22666,1.17782
1.09014,1.16898,0.04845,,,1.22612,1.17793
1.09022,1.16889,0.04848,,,1.22584,1.17777
1.0903,1.16916,0.04849,,,1.22603,1.17805
1.09038,1.16971,0.04851,,,1.22585,1.17791
1.09046,1.16936,0.04848,,,1.22549,1.17748
1.09054,1.16887,0.04847,,,1.22558,1.17757
1.09062,1.16868,0.04847,,,1.22504,1.17763
1.0907,1.16866,0.04849,,,1.22491,1.17754
1.09078,1.16847,0.04851,,,1.22472,1.17741
1.09086,1.16799,0.04849,,,1.22453,1.1774
1.09094,1.16815,0.04851,,,1.22422,1.17786
1.09102,1.16835,0.0485,,,1.22421,1.17791
1.09109,1.16861,0.04853,,,1.22386,1.17799
1.09117,1.16887,0.04853,,,1.22356,1.17784
1.09125,1.16821,0.04852,,,1.22326,1.17758
1.09133,1.16789,0.0485,,,1.22337,1.17753
1.0914,1.16763,0.0485,,,1.22387,1.1784
1.09148,1.16773,0.04852,,,1.22414,1.17878
1.09156,1.16815,0.04855,,,1.22408,1.17848
1.09164,1.16846,0.04856,,,1.22389,1.17777
1.09171,1.16833,0.04856,,,1.2242,1.17747
1.09179,1.16875,0.0486,,,1.22473,1.17789
1.09187,1.16874,0.04858,,,1.22447,1.17766
1.09194,1.1683,0.04857,,,1.22407,1.17751
1.09202,1.16812,0.04858,,,1.22359,1.17776
1.0921,1.16812,0.04857,,,1.22412,1.17802
1.09217,1.1678,0.04857,,,1.22423,1.17807
1.09225,1.16762,0.04857,,,1.22434,1.17808
1.09232,1.16792,0.04859,,,1.22387,1.17821
1.0924,1.16825,0.04863,,,1.22415,1.17851
1.09247,1.16839,0.04862,,,1.2236,1.17828
1.09255,1.16777,0.0486,,,1.22361,1.17813
1.09262,1.16792,0.04865,,,1.22401,1.17859
1.0927,1.16844,0.04867,,,1.22411,1.1789
1.09277,1.16875,0.0487,,,1.22396,1.17899
1.09285,1.16866,0.0487,,,1.22389,1.17856
1.09292,1.16839,0.0487,,,1.2243,1.17835
1.093,1.16818,0.0487,,,1.22479,1.17894
1.09307,1.16779,0.04872,,,1.22503,1.17926
1.09314,1.16827,0.04876,,,1.22495,1.1797
1.09322,1.16847,0.04874,,,1.22492,1.17957
1.09329,1.16824,0.04875,,,1.22467,1.17957
1.09336,1.16825,0.04875,,,1.22454,1.17969
1.09344,1.16842,0.04875,,,1.22456,1.17972
1.09351,1.1685,0.04878,,,1.22484,1.17972
1.09359,1.16883,0.04878,,,1.22505,1.17993
1.09366,1.16868,0.0488,,,1.22541,1.18028
1.09373,1.16928,0.04882,,,1.22468,1.17991
1.09381,1.16964,0.04885,,,1.22465,1.17979
1.09388,1.16996,0.04886,,,1.2247,1.17987
1.09395,1.16982,0.04886,,,1.2244,1.18032
1.09403,1.1697,0.04887,,,1.22448,1.18113
1.0941,1.1699,0.04887,,,1.2244,1.18119
1.09418,1.16971,0.04885,,,1.22427,1.18137
